Brand,Name,Estate,District,Elevation MASL,Source Classification,Varietals,Fermentation,Process,Roast,Flavour Profile,Notes,Price/100 gms,Link,Sample Pack
Hill Groove,Ratnagiri Estate Estate,Ratnagiri Estate,"Chikkamagaluru, Karnataka",1300,Single Estate,Cauvery,Carbonic Inoculation Thermal Shock,Natural,Light,Cacao • Cherry • Pomogranate,"Another masterpiece from the Ratnagiri Estate estate, cherries with a Brix (sugar) of 24.9 when harvested were put in the Bio fermenters with a mix of different Lab grown cultures. The tanks were then purged with carbon dioxide gas, and the coffee was fermented for 60 hours. At the end of the fermentation the temperature of the Bio fermenter was increased to 47 degrees centigrade for 12 minutes before rapidly cooling the fermenter to 7 degrees centigrade, thereby allowing the coffee to be subjected to a thermal shock. After removing the coffee, it was then dried slowly with constant stirring over the next 27 days",₹400.00,LINK,No
Hill Groove,Ratnagiri Estate Estate,Ratnagiri Estate,"Chikkamagaluru, Karnataka",1300,Single Estate,Hemavathi,Carbonic Inoculation,Natural,Light,Dark Chocolate • Fermented Fruits • Fruit Cake,"A staggering 96-hour extended carbonic maceration natural processed coffee from Ratnagiri Estate estate. The Brix of the coffee cherries was 25.9 when harvested and they were put in the Bio fermenters with a mix of different Lab grown cultures. The tanks were then purged with carbon dioxide gas, and the coffee was fermented for 96 hours followed by slow drying for 31 days.",₹400.00,LINK,No
Hill Groove,Biccode Estate 32 Hrs Oro Fermented Naturals,Biccode Estate,"Chikkamagaluru, Karnataka",1180,Single Estate,SLN - 9,Anaerobic Inoculation,Natural,Light,Brown Sugar • Caramel • Citrus,,₹400.00,LINK,No
Hill Groove,Madhu Agro Estate - Sequentially Fermented,Madhu Agro Estate,"Koraput, Odisha",1000,Single Estate,Chandragiri SLN - 13,,Washed,Light,Milk Chocolate • Zest,,₹400.00,LINK,No
Hill Groove,Ratnagiri Estate Estate,Ratnagiri Estate,"Chikkamagaluru, Karnataka",1300,Single Estate,SLN - 9,Anaerobic Inoculation,Washed,Light,Chocolate • Pineapple • Raisin • Vanilla,"A truly experimental coffee from the hallowed farms of Ratnagiri Estate estate, these coffee cherries with a Brix (sugar) of 25.8, were put into large Bio fermenters. A particular strain of Saccharomyces yeast from the farm's terroir along with Lactic acid bacteria was added & allowed to ferment for 72 hours in a nitrogen rich environment followed by 23 days of drying.",₹400.00,LINK,No
Hill Groove,Madhu Agro Estate - Black Honey,Madhu Agro Estate,"Koraput, Odisha",1000,Single Estate,Chandragiri SLN - 13,,Honey,Light Medium,Caramel • Citrus,,₹400.00,LINK,No
Hill Groove,Salawara Estate - Anaerobic Yeast Naturals,Salawara Estate,"Hassan, Karnataka",1130,Single Estate,Excelsa aka Liberica,Anaerobic Inoculation,Natural,Light Medium,Berries • Stare Anise • Tropical Fruits,,₹400.00,LINK,No
Hill Groove,Orchardale Estate,Orchardadale,"Salem, Tamilnadu",1520,Microlot,"Sarchimor, SLN - 9",Anaerobic Inoculation,Natural,Light Medium,Blueberry • Dark Plum • Honey • Oolong Tea,"This microlot represents a masterclass in slow-motion biology. Hand-picked ripe cherries are submerged in anaerobic tanks for over 27 days (650+ hours). By utilizing Alternative (Alt) fermentation triggers—such as specific wine yeast strains or controlled lactic acid bacteria—the estate ""steers"" the flavor development. This Multi-Fermented approach often involves a two-stage process: an initial anaerobic phase to build sweetness, followed by a secondary phase to refine the acidity, before being slow-dried as a Natural on raised beds",₹400.00,LINK,No
Hill Groove,Stanmore Estate,Stanmore,"Salem, Tamilnadu",1300,Single Estate,"SLN - 9, SLN - 795",Anaerobic,Natural,Light Medium,Black Cherry • Jasmine • Rum,72 hour anearobic fermentation,₹400.00,LINK,No
Hill Groove,Salawara Estate - Anaerobic Yeast Washed,Salawara Estate,"Hassan, Karnataka",1130,Single Estate,SLN - 795,Anaerobic Inoculation,Washed,Light Medium,Citrus Fruit • Milk Chocolate,,₹400.00,LINK,No
Hill Groove,Ratnagiri Estate Estate,Ratnagiri Estate,"Chikkamagaluru, Karnataka",1300,Single Estate,Catuai,Carbonic Inoculation,Natural,Medium,Berries • Dark Chocolate • Stone Fruit,This is a 72-hour extended terroir yeast and lactic fermented natural processed coffee. The Brix of the coffee cherries was 25.8 when harvested and they were put into Bio fermenters with a particular strain of Saccharomyces yeast from the farm's terroir and allowed to ferment for 72 hours in a carbon dioxide rich environment. After removing the coffee was directly put on raised beds for drying for 31 days,₹400.00,LINK,No
Hill Groove,Mooleh Manay,Mooley Manay Estate,"Kodagu, Karnataka",1000,,Excelsa aka Liberica,,Natural,Medium,Banana • Guava • Lychee • Pink Guava,,₹400.00,LINK,No
Hill Groove,Harley Estate Natural Maceration,Harley Estate,"Hassan, Karnataka",1130,Single Estate,SLN - 9,Carbonic,Natural,Medium,Fermented Grapes • Raisin • Sweet Lime,,₹400.00,LINK,No
Hill Groove,Bison Valley Estate,Bison Estate,"Dindigul, Tamilnadu",1350,,"SLN - 9, SLN - 795",Anaerobic,Natural,Medium,Black Berry • Raisin • Rum,900-hour extended fermentation. Utilizing Alternative (Alt) microbial starters,₹400.00,LINK,No
Hill Groove,Biccode Estate 42 Hrs Anaerobic Fermented Washed,Biccode Estate,"Chikkamagaluru, Karnataka",1180,Single Estate,Catimor Arabica,Anaerobic,Washed,Medium,Caramel • Chocolate • Citrus • Nuts,,₹400.00,LINK,No
Hill Groove,Sai Ashirwad Estate,Sai Ashirwad Estate,"Chikkamagaluru, Karnataka",1100,Single Estate,Robusta CxR,Anaerobic,Natural,Medium Dark,Dark Chocolate • Cherry • Fig,,₹400.00,LINK,No
Hill Groove,Harley Estate Saccharobrew,Harley Estate,"Hassan, Karnataka",1130,Single Estate,SLN - 9,Anaerobic Inoculation,Natural,Medium Dark,Berries • Dark Fruits • Sugarcane,,₹400.00,LINK,No
Hill Tiller,Deep Dark Secrets,Orchardadale,"Salem, Tamilnadu",1520,Single Estate,"SLN - 9, SLN - 795",,Natural,Light Medium,Agave • Goji Berries • Rum,,₹265.00,LINK,Yes
Hill Tiller,Berry Blast,Orchardadale,"Salem, Tamilnadu",1520,Single Estate,Arabica,Anaerobic,Natural,Medium,Black Grapes • Dark Chocolate • Dark Raisins • Honey,,₹265.00,LINK,Yes
Hill Tiller,Limoncello Afternoons,Stanmore,"Salem, Tamilnadu",1300,Single Estate,Arabica,Cofermentation,Natural,Medium,Caramelized Toffee • Milk Chocolate • Raisin,Cofermented with local lemons,₹265.00,LINK,Yes
Hill Tiller,Pineapple Express,Orchardadale,"Salem, Tamilnadu",1520,Single Estate,Arabica,Cofermentation,Natural,Medium,,Cofermented with Pineapple,₹265.00,LINK,Yes
Hill Tiller,Toffee Bliss,Bison Estate,"Dindigul, Tamilnadu",1350,Single Estate,Arabica,,Natural,Medium,Honey • Maple Syrup • Toffee,,₹265.00,LINK,Yes
Hill Tiller,Jacaranda Tales,Stanmore,"Salem, Tamilnadu",1300,Single Estate,Arabica,,Natural,Medium,Berries • Raspberry Pulp • Yoghurt,,₹265.00,LINK,Yes
Hill Tiller,Gowri Estate,Gowri Estate,"Salem, Tamilnadu",1430,Single Estate,Arabica,,Washed,Dark,Almonds • Chocolate • Zesty Orange,Double fermented,₹230.00,LINK,Yes
Hill Tiller,Brown Sugar,Bison Estate,"Dindigul, Tamilnadu",1350,Single Estate,Arabica,Osmotic,Natural,Medium,Lemon • Sweet Lime,Using a unique fermentation process involving raw brown sugar,₹230.00,LINK,Yes
Hill Tiller,Marmalade,Stanmore,"Salem, Tamilnadu",1300,Single Estate,Arabica,,Washed,Medium,Marmalade,,₹230.00,LINK,Yes
Hill Tiller,Orchardale Gold,Orchardadale,"Salem, Tamilnadu",1520,Single Estate,Arabica,,,Medium,,Blend,₹220.00,LINK,No
Hill Tiller,Stanmore Gold,Stanmore,"Salem, Tamilnadu",1300,Single Estate,,,,Medium,,Blend,₹220.00,LINK,No
Hill Tiller,Old Gold,Moganad Estate,"Salem, Tamilnadu",1220,Single Estate,Robusta,,Pulp Sun Dried,Medium,,,₹200.00,LINK,Yes
Hill Tiller,Rocket Fuel,Moganad Estate,"Salem, Tamilnadu",1220,Single Estate,Arabica + Robusta,,,Dark,Cocoa • Exotic Fruits,Blend,₹160.00,LINK,No
Home Blend Coffee,Cask Reserve Barrel Aged,,"Chikkamagaluru, Karnataka",,Blend,Arabica,,Washed + Aged,Medium,Grapes • Malt,Aged in French wine barrels,₹304.00,LINK,No
Home Blend Coffee,Monsooned Malabar,,,,,Arabica,,Monsooned,Custom,,Monsooned for 3 months,₹280.00,LINK,Yes
Home Blend Coffee,Mysore Nuggets Extra Bold AAA,,"Chikkamagaluru, Karnataka",1100 - 1500,Blend,Arabica,,Washed,Custom,Citrus • Cocoa,,₹260.00,LINK,Yes
Home Blend Coffee,Bettadamalali Estate,Bettadamalali Estate,"Chikkamagaluru, Karnataka",1350,Single Estate,SLN - 795,,Washed,Custom,Dark Chocolate • Citrus • Jaggery • Honey,,₹240.00,LINK,No
Home Blend Coffee,Araku Valley,Araku,"Alluri Sitharama Raju, Andhra Pradesh",1350,Microlot,SLN - 795,,Washed,Custom,Citrus • Jaggery • Milk Chocolate,,₹240.00,LINK,No
Home Blend Coffee,Gemblary Estate,Gemblary,"Salem, Tamilnadu",1410,Single Estate,SLN - 795,,Washed,Custom,Cocoa • Dried Fruit • Nutty,,₹240.00,LINK,No
Home Blend Coffee,Unnaki Estate,Unnaki Estate,"Chikkamagaluru, Karnataka",1130-1370,Single Estate,Chandragiri SLN - 13,,Natural,Medium,Apricot • Cane Sugar • Honey,,₹240.00,LINK,No
Home Blend Coffee,Custom Roast Arabica AAA Cherry AAA,,"Chikkamagaluru, Kodagu, Karnataka",1100-1500,Blend,80% Arabica + 20% Robusta,,Washed,Custom,,Mysore Nuggets Arabica AAA bean,₹216.00,LINK,Yes
Home Blend Coffee,French Roast,,"Chikkamagaluru, Karnataka",1500,,Arabica,,Washed,French Roast,Cocoa • Oak,,₹216.00,LINK,Yes
Home Blend Coffee,Italian Roast,,"Chikkamagaluru, Karnataka",1500,,Arabica,,Washed,Italian Roast,Cocoa • Oak,,₹216.00,LINK,Yes
Home Blend Coffee,Vienna Roast,,"Chikkamagaluru, Karnataka",1500,,Arabica,,Washed,Vienna Roast,Cocoa • Oak,,₹216.00,LINK,Yes
Humble Express,Smokey Malt,Ponnathmotte Estate,"Kodagu, Karnataka",1100,Single Estate,Arabica,,Washed + Aged,Medium,Chocolate • Malt • Whiskey,Aged in whiskey barrels,₹400.00,LINK,No
Humble Express,Golden Drift,Udaygiri Estate,"Chikkamagaluru, Karnataka",1220,Single Estate,Arabica,Cofermentation,,Medium,Caramel • Pineapple • Vanilla,Cofermented with Pineapple,₹348.00,LINK,No
Humble Express,Tropical Melon,Hoysala Estate,"Chikkamagaluru, Karnataka",1000,Microlot,Arabica,,Natural,Medium,Musk Melon • Toasted Caramel,,₹292.00,LINK,No
Humble Express,Unwind,,"Chikkamagaluru, Kodagu, Karnataka",1300,Blend,Arabica,,Natural + Washed,Medium,Milk Chocolate • Toasted Nuts,,₹292.00,LINK,No
Humble Express,Bright Star,Lalithadri Estate,"Chikkamagaluru, Karnataka",1100,Microlot,Arabica,,Natural,Medium Dark,Berry • Orange Candy,,₹292.00,LINK,No
Humble Express,Dare Devil,Ponnathmotte Estate,"Kodagu, Karnataka",1100,Blend,Arabica + Robusta,,Washed,Dark,Caramel,,₹256.00,LINK,No
Humble Express,AM:PM,"Ponnathmotte Estate, Udaygiri Estate","Kodagu, Chikkamagaluru, Karnataka",1100-1220,Blend,Arabica + Robusta,,Natural + Washed,Medium Dark,Milk Chocolate • Nutty • Toffee,,₹256.00,LINK,No
Hunkal Estate,Aranya Gold,Thogarihunkal,"Chikkamagaluru, Karnataka",1150,Single Estate,Arabica,,,Medium,Berries • Citrus,,₹126.00,LINK,No
Hunkal Estate,Tiger Reserve,Thogarihunkal,"Chikkamagaluru, Karnataka",1150,Single Estate,"Chandragiri SLN - 13, Robusta SLN - 274",,,Medium,Caramel • Dark Chocolate,80% Arabica + 20% Robusta,₹116.00,LINK,No
KapiKottai,Nalinakanti,Ram Estate,"Dindigul, Tamilnadu",1200,Single Estate,SLN - 9,Carbonic,Pulp Sun Dried,Light,Lychee • Raisin • Rosewater,"While the total fermentation time was 160 hrs, this was split between pre and post pulping. The cherries were fermented in a steel barrel with CO2 being pumped in. They were then taken out, pulped and then fermented again in similar conditionstill a total time of 160 hrs was reached.",₹500.00,LINK,Yes
KapiKottai,Hamsanadam,Perumpallam Village,"Dindigul, Tamilnadu",1600,Single Estate,Chandragiri SLN - 13,,Washed,Light Medium,Lemon Candy • Milk Chocolate,,₹380.00,LINK,Yes
KapiKottai,Kilpauk Standard,"Coorg, Yercaud","Kodagu, Karnataka | Salem, Tamilnadu",,Blend,,,Natural + Washed,Medium Dark,Chocolate • Fruity • Hazelnut,"80% washed, 20% Natural",₹260.00,LINK,Yes
Kat and Kin,Kodai Reserve,Anugraha Estate,"Dindigul, Tamilnadu",1750,Single Estate,Arabica,Anaerobic,Natural,Medium,Pomogranate • Raspberry,,₹690.00,LINK,No
Kat and Kin,Sarchimor,,"Dindigul, Tamilnadu",,,Sarchimor,,Washed,Medium,Honeycomb • Toasted Almond • Vanilla Butter,,₹630.00,LINK,No
Kat and Kin,Kodai Natural,Anugraha Estate,"Dindigul, Tamilnadu",1750,Single Estate,Arabica,,Natural,Medium,Caramel • Hazelnut • Vanilla,,₹550.00,LINK,No
Kat and Kin,Shieldtail,Kerehaklu Estate,"Chikkamagaluru, Karnataka",1200,Single Estate,Arabica,,Washed,Medium,Dark Chocolate • Lime,,₹520.00,LINK,No
Kat and Kin,Monsooned Malabar,,,,,Arabica,,Monsooned,Light,Cocoa Nibs • Spices,,₹400.00,LINK,No
Kat and Kin,Dark Noon,MS Estate,"Chikkamagaluru, Karnataka",1400,Single Estate,Arabica,,Washed,Dark,Cherries • Cocoa Nibs • Walnuts,,₹370.00,LINK,No
Kat and Kin,Espresso Blend,Balanoor Estate,"Kodagu, Karnataka",1400,Blend,Arabica,,Washed,Medium,Coffee Blossoms • Grapefruit,,₹370.00,LINK,No
Korebi,The Bourbon,Mudigere,"Chikkamagaluru, Karnataka",1400,Single Estate,Arabica,,Aged,Medium,Maple • Malt • Prunes • Vanilla,Aged in whiskey barrels,₹400.00,LINK,No
Korebi,Moganad Estate,Moganad Estate,"Salem, Tamilnadu",1220,Microlot,Arabica,,Honey,Medium,Cocoa • Hazelnut • Rum • Toffee,,₹400.00,LINK,No
Korebi,Baarbara Estate,Baarbara Estate,"Chikkamagaluru, Karnataka",1400,Single Estate,Arabica,,Honey,Medium,Cacao Nibs • Citrus • Melon • Nutmeg,,₹400.00,LINK,No
Korebi,Golden Toast,Sidrigavi Estate,"Chikkamagaluru, Karnataka",1650,Microlot,Arabica,,Natural,Medium,Cacao Nibs • Molasses • Roasted Almond,,₹400.00,LINK,No
Korebi,Sidregavi Estate,Sidrigavi Estate,"Chikkamagaluru, Karnataka",1650,Microlot,Arabica,,Natural,Medium,Cocoa • Roasted Walnuts • Sweey Spices,,₹400.00,LINK,No
Korebi,Bubble Bliss,,"Chikkamagaluru, Karnataka",1550,Microlot,Arabica,Anaerobic,,Medium,Dragon Fruit • Sweet Cranberry • White Raisin,,₹400.00,LINK,No
Korebi,Pineapple Express,Baarbara Estate,"Chikkamagaluru, Karnataka",1400,Microlot,Arabica,Cofermentation,,Medium,Doughnut Peach • Intense Tropical Stone Fruits • Forest Honey • Green Apple,,₹400.00,LINK,No
Korebi,Kanabi,Mudigere,"Chikkamagaluru, Karnataka",1400,Single Estate,Arabica,,Washed,Medium Dark,Nuts • Pear,Cannamar hemp seel oil is incorporated in the coffee,₹400.00,LINK,No
Korebi,Melkodige Estate,Melkodige Estate,"Chikkamagaluru, Karnataka",1250,Microlot,Arabica,Anaerobic Inoculation,,Medium Dark,Almond Biscotti • Caramel • Hint of Tangerine,,₹400.00,LINK,No
Korebi,Tropical Haze,Mudigere,"Chikkamagaluru, Karnataka",1400,Single Estate,Arabica,,Washed,Medium,Cashew Apple • Forest Honey • White Floral,,₹300.00,LINK,No
Korebi,Espresso Intenso,,,1100-1300,Blend,80% Arabica + 20% Robusta,,Natural + Washed,Dark,Chocolate,,₹240.00,LINK,No
Korebi,Espresso Blend,,,1100-1300,Blend,80% Arabica + 20% Robusta,,Natural + Washed,Medium Dark,Caramel • Plum,,₹240.00,LINK,No
Korebi,The Dark Side,Mudigere,"Chikkamagaluru, Karnataka",1400,Blend,Arabica,,Washed,Dark,Caramel • Dark Chocolate • Toasted Sesame,,₹200.00,LINK,No
Korebi,Wabi,Mudigere,"Chikkamagaluru, Karnataka",1400,Blend,Arabica,,Washed,Medium Dark,Cacao • Mulberry • Roasted Nuts,,₹200.00,LINK,No
Korebi,Southern Blend,,,,Blend,60% Arabica + 40% Robusta,,Natural + Washed,Medium Dark,,,₹120.00,LINK,No
Los Locos,Mulberry'96,,Himachal Pradesh,1350,,Chandragiri SLN - 13,Mosto,,Medium,Jamun • Litchi • Seabuck,,₹358.00,LINK,No
Los Locos,Rubies N' Rum,,,1200-1400,Blend,"Cauvery, SLN - 9",,Natural,Light + Dark,Berries • Caramel • Rum,Blended post roast,₹276.00,LINK,Yes
Los Locos,Cherry AA,,Odisha,1200,,SLN - 795,,Natural,Light Medium,Maple Syrup • Plum • Wild Strawberry,,₹276.00,LINK,Yes
Los Locos,Peaberry Mania,,,1200-1400,,"SLN - 5, SLN - 9, Chandragiri SLN - 13",,Funk,Medium,Grapefruit • Hazelnuts • Pineapple,Using inhouse processing method called funk,₹276.00,LINK,Yes
Los Locos,MAAD City Roast,,Odisha | Andra Pradesh,900-1250,Blend,"Chandragiri SLN - 13, SLN - 9",,Natural + Washed,Dark,Caramel • Prunes • Raisin,,₹236.00,LINK,Yes
Los Locos,Yellow Honey AA,,Odisha,1200,,SLN - 9,,Honey,Medium,Figs • Kacha Aam • White Wine,,₹236.00,LINK,Yes
Los Locos,Locos City Roast,,Odisha,1200,,Cauvery,,Washed,Medium Dark,Almond • Cocoa • Date,,₹236.00,LINK,Yes
Maverick and Farmer,Mooley Manay,Mooley Manay Estate,"Kodagu, Karnataka",1000,Single Estate,Liberica aka Excelsa,Anaerobic,Natural,Medium,Complex Berries • Lychee • Sweet Cherry,,₹320.00,LINK,No
Maverick and Farmer,Ol'Smoky,Polibetta,"Kodagu, Karnataka",,Microlot,,,Washed,Light Medium,Roasted Spice • Sweet Smoke,Washed beans are cold smoked for 14 hours before drying,₹280.00,LINK,No
Maverick and Farmer,Clouds In My Coffee,Polibetta,"Kodagu, Karnataka",,Single Estate,,,Washed + Monsooned,Light Medium,Nuts • Spice,Green beans are stored near the malabar coast for a few months to absorb sea air,₹280.00,LINK,Yes
Maverick and Farmer,Modur Natural,Modur,"Kodagu, Karnataka",1000,Single Estate,,,Natural,Medium Dark,Green Apple • Sweet Cherry,,₹280.00,LINK,No
Maverick and Farmer,Say Hello to Mellow,Polibetta,"Kodagu, Karnataka",,Single Estate,,,Washed,Light,Banana • Berry,,₹272.00,LINK,Yes
Maverick and Farmer,Rohan Bopanna's Master Blend,Polibetta,"Kodagu, Karnataka",,Single Estate,,,Honey + Washed,Medium Dark,Toffee,The arabica from the same estate is processed in two different ways to give this coffee an interesting body and a clean flavour.,₹272.00,LINK,No
Maverick and Farmer,Parama Dark,Polibetta,"Kodagu, Karnataka",,Blend,,,Honey + Natural + Washed,Dark,Caramel • Dark Chocolate,"Blend of 92% Arabica and 8% Robusta,",₹264.00,LINK,No
Maverick and Farmer,Tall Dark Handsome,Polibetta,"Kodagu, Karnataka",,Single Estate,,,Washed + Smoked,Dark,,,₹260.00,LINK,Yes
Maverick and Farmer,Orange You Curious,Polibetta,"Kodagu, Karnataka",,Single Estate,,Cofermentation,Washed,Light Medium,Cherry Wine • Citrus,After washing beans are fermented in orange juice,₹260.00,LINK,No
Maverick and Farmer,Parama,Polibetta,"Kodagu, Karnataka",,Blend,,,Honey + Natural + Washed,Medium Dark,Caramel • Chocolate,"Blend of 92% Arabica and 8% Robusta,",₹260.00,LINK,Yes
Maverick and Farmer,Sunkissed,Polibetta,"Kodagu, Karnataka",,Single Estate,Robusta,,Honey,Dark,Buttercup • Citrus • Fruity,,₹248.00,LINK,No
Maverick and Farmer,Deep Bliss,Polibetta,"Kodagu, Karnataka",,Single Estate,,,Natural + Washed,Dark,Dark Chocolate,Blend of Arabica and Robusta,₹248.00,LINK,No
Mokka Farms,Monsoon Malabar,,,,,,,Monsooned,Custom,,,₹220.00,LINK,Yes
Mokka Farms,Robusta Kaapi Royale,,"Chikkamagaluru, Karnataka",,,Robusta,,,Custom,,,₹162.00,LINK,Yes
Mokka Farms,100% Arabica,,"Chikkamagaluru, Kodagu, Karnataka",,,Arabica,,,Custom,,,₹156.00,LINK,Yes
Mokka Farms,"80% Arabica, 20% Robusta",,"Chikkamagaluru, Kodagu, Karnataka",,,80% Arabica + 20% Robusta,,,Custom,,,₹148.00,LINK,Yes
Mokka Farms,"70% Arabica, 30% Robusta",,"Chikkamagaluru, Kodagu, Karnataka",,,70% Arabica + 30% Robusta,,,Custom,,,₹146.00,LINK,No
Mokka Farms,"50% Arabica, 50% Robusta",,"Chikkamagaluru, Kodagu, Karnataka",,,50% Arabica + 50% Robusta,,,Custom,,,₹138.00,LINK,No
Mokka Farms,"30% Arabica, 70% Robusta",,"Chikkamagaluru, Kodagu, Karnataka",,,30% Arabica + 70% Robusta,,,Custom,,,₹132.00,LINK,No
Mokka Farms,100% Robusta,,"Chikkamagaluru, Kodagu, Karnataka",,,Robusta,,Natural,Custom,,,₹118.00,LINK,Yes
Naivo,Slainte,Harley Estate,"Hassan, Karnataka",1130,Single Estate,SLN - 9,Aged,Natural,Light,Black Currant • Dark Rum • Jujube,"At Harley Estate, the process of creating this whiskey barrel-aged coffee begins with the careful selection of Selection 9 coffee cherries. These cherries are then aged for 8 – 10 weeks in Amrut Whiskey Barrels, where they absorb the rich boozy aromas and flavors. After aging, the cherries are removed and dried on raised beds",₹396.00,LINK,No
Naivo,Salud,Harley Estate,"Hassan, Karnataka",1130,Single Estate,SLN - 9,Aged,Natural,Omni Roast,Amla • Orange Peel • Walnut,"At Harley Estate, the process of creating this rum barrel-aged coffee begins with the careful selection of Selection 9 coffee cherries. These cherries are then aged for 8 – 10 weeks in rum barrels, where they absorb the rich boozy aromas and flavors. After aging, the cherries are removed and dried on raised beds, accentuating their development and enhancing their unique flavor profile.",₹380.00,LINK,No
Naivo,Ratnagiri Estate Estate - Dark Room Naturals,Ratnagiri Estate,"Chikkamagaluru, Karnataka",1300,Single Estate,Chandragiri SLN - 13,Anaerobic Inoculation Thermal Shock,Natural - Dark Room,Medium Dark,Bing Cherries • Blackberries • Geen Apple • Pink Guava,"Thermal shock was applied directly to cherries before fermentation, creating rapid cellular stress that primes sugars for microbial activity. The cherries then underwent a 48-hour controlled fermentation inoculated with lactic acid bacteria (LAB), ensuring predictable acidity and flavor development. Post-fermentation, they were dried in a dark room for 12 days—an approach that minimizes UV degradation, stabilizes moisture migration, and locks in layered complexity without compromising structural integrity.",₹358.00,LINK,No
Naivo,Kraken Jam,Orchardale,"Salem, Tamilnadu",1520,Single Estate,"SLN - 9, SLN - 795",,Natural,Medium Dark,Blueberry Jam • Dried Figs • Papaya • Wild Honey,,₹356.00,LINK,No
Naivo,Ratnagiri Estate Estate - LAB Processed Naturals,Ratnagiri Estate,"Chikkamagaluru, Karnataka",1300,Single Estate,Catuai,Anaerobic Inoculation,Natural,Medium Dark,Figs • Pineapple • Prunes • Starfruit,,₹354.00,LINK,No
Naivo,Ratnagiri Estate Estate - Culture Naturals Jasmine,Ratnagiri Estate,"Chikkamagaluru, Karnataka",1300,Single Estate,Catuai,Anaerobic Inoculation,Natural,Light,Bubblegum • Jasmine • Magnolia • Tuberose,"Cherries underwent a controlled 52-hour anaerobic fermentation in sealed bio-fermenters using selected lab-cultured microbes to enhance flavor development. Following fermentation, the coffee was dried on raised beds for 27 days",₹342.00,LINK,No
Naivo,Ratnagiri Estate Estate - Culture Naturals Rose,Ratnagiri Estate,"Chikkamagaluru, Karnataka",1300,Single Estate,SLN - 9,Anaerobic Inoculation,Natural,Light,Lychee • Rosewater • Squash Melons • Watermelon,,₹338.00,LINK,No
Naivo,Tropical Splash,Baarbara Estate,"Chikkamagaluru, Karnataka",1400,Single Estate,SLN - 795,Cofermentation,Washed,Medium Dark,Blood Orange • Dried Mango • Mosambi • Pineapple,"Only perfectly ripe cherries are harvested and pulped to remove the outer skin while keeping the mucilage intact. The parchment is then transferred into fermentation tanks along with freshly cut pineapple. During this stage, both the coffee mucilage and the fruit undergo natural breakdown, driving active microbial processes. The sugars and enzymes from the pineapple integrate with those of the coffee, enhancing sweetness and amplifying bright, fruity characteristics. Fermentation continues until both components decompose into a complex mixture of flavorful compounds. Once the target profile is reached, the coffee is carefully washed and laid out to dry under controlled sunlight",₹316.00,LINK,No
Naivo,Pichia Parables,Harley Estate,"Hassan, Karnataka",1130,Single Estate,SLN - 9,Anaerobic Inoculation,Natural,Medium Dark,Figs • Mango • Mosambi • Walnut,"Pichia yeast was introduced and the lot was fermented under controlled conditions for 36 hours, allowing fruit sugars to be converted into aroma-active compounds. This process enhanced ester formation, organic acid development, and glycerol production, contributing to brighter fruit expression, a smoother texture, and improved consistency. After fermentation, the coffee was shade dried for 24 days,",₹306.00,LINK,No
Naivo,Currant Affairs,Karadykan Estate,"Chikkamagaluru, Karnataka",1050,Single Estate,"Catimor Arabica, SLN - 795",Osmotic,Natural,Omni Roast,Apricot • Black Currant • Blackberries • Hazelnut,"Fully ripe cherries were harvested and fermented with unrefined natural sugars, allowing the sugars and mucilage to interact and enhance flavor development",₹290.00,LINK,No
Naivo,Mooleh Manay Honey,Nakoor Village,"Kodagu, Karnataka",1000,Single Estate,"Chandragiri SLN - 13, SLN - 6, SLN - 9",,Honey,Medium Dark,Cane Sugar • Caramel • Milk Chocolate,,₹274.00,LINK,No
Naivo,Balanoor Vontekad,Balanoor Estate,"Chikkamagaluru, Karnataka",1400,Single Estate,SLN - 795,,Washed,Light Medium,Citrus Blossom • Golden Raisin • Honeydew,,₹272.00,LINK,No
Naivo,Berry Dawn - Baarbara Dual-Phase Natural,Baarbara Estate,"Chikkamagaluru, Karnataka",1400,Single Estate,SLN - 795,,Natural,Omni Roast,Clove • Mulberry • Red Grapes • Strawberry,"Handpicked cherries at peak ripeness undergo an initial fermentation in whole cherry form, building deep fruit character. They are then pulped, and the parchment with mucilage enters a second fermentation stage to refine body, clarity, and complexity. Following fermentation, the coffee is washed and sun-dried on raised beds until optimal moisture is reached.",₹272.00,LINK,No
Naivo,Ratnagiri Estate Estate - Robusta Mosto Naturals,Ratnagiri Estate,"Chikkamagaluru, Karnataka",1300,Single Estate,Robusta CxR,Mosto,Natural,Omni Roast,Dried Mango • Jackfruit • Nutmeg • Sweet Cream,"Ripe CxR Robusta cherries are sealed in bio-fermenters for 48 hours of anaerobic fermentation, inoculated with an Arabica mosto culture—a liquid starter derived from the mucilage and juice of fermented Arabica cherries. This culture is rich in wild yeasts, bacteria, and enzymes, and acts as a catalyst, shaping the microbial environment to drive complex flavor development. After fermentation, cherries are dried on raised beds for 28 days as a natural, locking in structure and intensity. The process delivers a robust cup with clarity and layered expression.",₹268.00,LINK,No
